speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position,similarity_score,word_count_diff
General debate,A_51_PV.16_E, 1996-10-01 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,the Organization of African Unity and the Declaration of 24 October 1970 adopted by the General Assembly on the duty of States to refrain from interfering in the domestic affairs of other States. the Charter of of ,0.9988011327488064,37
General debate,A_51_PV.16_E, 1996-10-01 ,Lengsavad,Lao People's Democratic Republic,Somsavat  Lengsavad,LAO,,0.9972875309090689,37
General debate,A_51_PV.16_E, 1996-10-01 ,Melescanu,Romania,Teodor  Melescanu,ROU,,0.9988779455957101,116
General debate,A_51_PV.17_E, 1996-10-01 ,Papazian,Armenia,Vahan  Papazian,ARM,,0.9980870612449191,-1
General debate,A_51_PV.17_E, 1996-10-01 ,Muntasser,Libyan Arab Jamahiriya,Omar  Muntasser,LBY,,0.9992270383762768,53
General debate,A_51_PV.17_E, 1996-10-01 ,Mullings,Jamaica,Seymour  Mullings,JAM,,0.9992610272705175,67
General debate,A_51_PV.17_E, 1996-10-01 ,Ahmed,Mauritania,Lemrabott Sidi Mahmoud  Ahmed,MRT,“the source of sovereignty and legality” and the master of its own destiny and affairs. all individual and collective Having won the struggle for democracy and achieved the institution of the rule of law and the guarantee of rights,0.9990490354429457,8
General debate,A_51_PV.17_E, 1996-10-01 ,Mansouri,Saudi Arabia,Abdul Rahman  Mansouri,SAU,on whom I now call. Mr. Al-Noaimi (United Arab Emirates) (interpretation from Arabic): It gives me great pleasure to extend to you,0.9993610134067057,40
General debate,A_51_PV.17_E, 1996-10-01 ,Essy,Côte d'Ivoire,Amara  Essy,CIV,Minister for Foreign Affairs of Cote dIvoire and former President of the General Assembly,0.9982772954712029,110
General debate,A_51_PV.17_E, 1996-10-01 ,Al-Nuaimi,United Arab Emirates,Rashid Abdullah  Al-Nuaimi,ARE,on whom I now call. Mr. Al-Noaimi (United Arab Emirates) (interpretation from Arabic): It gives me great pleasure to extend to you,0.9984665027338929,35
General debate,A_51_PV.18_E, 1996-10-02 ,Traore,Mali,Dioncounda  Traore,MLI,Minister of State and Minister for Foreign Affairs of Mali and for Malians living abroad. President: now call I of of Mali,0.9971604403580573,-124
General debate,A_51_PV.18_E, 1996-10-02 ,Valencia Rodríguez,Ecuador,Luis  Valencia Rodríguez,ECU,Chairman of the delegation of Ecuador. Mr. Valencia Rodriguez (Ecuador) (interpretation from Spanish): I wish to extend to President Razali Ismail Ecuadors warm congratulations on his election,0.9828831872065924,2921
General debate,A_51_PV.18_E, 1996-10-02 ,Syanko,Belarus,Uladzimir  Syanko,BLR,,0.999336781099886,30
General debate,A_51_PV.18_E, 1996-10-02 ,Nguyen,Viet Nam,Manh Cam  Nguyen,VNM,,0.9991858796091129,37
General debate,A_51_PV.18_E, 1996-10-02 ,Pirinksi,Bulgaria,Georgi  Pirinksi,BGR,,0.998829942034028,-82
General debate,A_51_PV.18_E, 1996-10-02 ,Al-Shara',Syrian Arab Republic,Farouk  Al-Shara',SYR,,0.9992741131430944,22
General debate,A_51_PV.18_E, 1996-10-02 ,Musyoka,Kenya,Stephen Kalonzo  Musyoka,KEN,,0.9988286724232404,44
General debate,A_51_PV.18_E, 1996-10-02 ,Siazon,Philippines,Domingo L.  Siazon,PHL,Jr.,0.9985564270533178,119
General debate,A_51_PV.19_E, 1996-10-02 ,Al-Sahaf,Iraq,Mohammed Said  Al-Sahaf,IRQ,,0.9992829018911255,33
General debate,A_51_PV.19_E, 1996-10-02 ,Panou,Togo,Koffi  Panou,TGO,Minister Cooperation of the Togolese Republic. Mr. Panou (Togo) (interpretation from French): First of all,0.9993294186046738,39
General debate,A_51_PV.19_E, 1996-10-02 ,Burelli Rivas,Venezuela,Miguel Angel  Burelli Rivas,VEN,,0.9988712298677853,31
General debate,A_51_PV.19_E, 1996-10-02 ,Silva,Guinea-Bissau,Fernando da  Silva,GNB,,0.9988565996527301,29
General debate,A_51_PV.19_E, 1996-10-02 ,Rohee,Guyana,Clement  Rohee,GUY,,0.999046127120907,40
General debate,A_51_PV.19_E, 1996-10-02 ,Ramos,Uruguay,Alvaro  Ramos,URY,,0.9992436929382856,29
General debate,A_51_PV.19_E, 1996-10-02 ,Al-Thani,Qatar,Meshal Hamad Mohamed J.   Al-Thani,QAT,Minister for Foreign Affairs of Qatar. Mr. Al-Thani (Qatar) (interpretation from Arabic): It gives me pleasure,0.998813335128018,116
General debate,A_51_PV.20_E, 1996-10-03 ,Ouedraogo,Burkina Faso,Ablasse  Ouedraogo,BFA,,BUG,BUG
General debate,A_51_PV.20_E, 1996-10-03 ,Al-Khalifa,Bahrain,Shaikh Mohamed  Al-Khalifa,BHR,,0.9994336233159651,44
General debate,A_51_PV.20_E, 1996-10-03 ,Miller,Barbados,Billie  Miller,BRB,,0.999916682110953,-1
General debate,A_51_PV.20_E, 1996-10-03 ,Levy,Israel,David  Levy,ISR,,0.9989666658466085,27
General debate,A_51_PV.20_E, 1996-10-03 ,Niasse,Senegal,Moustapha  Niasse,SEN,,0.9992025812080649,49
General debate,A_51_PV.20_E, 1996-10-03 ,Fernández,Dominican Republic,Leonel  Fernández,DOM,Constitutional President of the Dominican Republic ,0.9990020187625211,15
General debate,A_51_PV.20_E, 1996-10-03 ,Bhutto,Pakistan,Benazir  Bhutto,PAK,Prime Minister of the Islamic Republic of Pakistan ,0.9982135408167284,116
General debate,A_51_PV.21_E, 1996-10-03 ,Kamara,Guinea,Lamime  Kamara,GIN,,0.9991923687201562,47
General debate,A_51_PV.21_E, 1996-10-03 ,Kamilov,Uzbekistan,Abdulaziz  Kamilov,UZB,,0.9989356252642018,13
General debate,A_51_PV.21_E, 1996-10-03 ,Kititwa,Zaire,Jean-Marie  Kititwa,COD,,0.9989848688203034,30
General debate,A_51_PV.21_E, 1996-10-03 ,Ikimi,Nigeria,Tom  Ikimi,NGA,,0.9994137286288971,35
General debate,A_51_PV.21_E, 1996-10-03 ,Kovács,Hungary,László  Kovács,HUN,,0.9990360750101934,33
General debate,A_51_PV.21_E, 1996-10-03 ,Philip,Solomon Islands,Danny  Philip,SLB,,0.9993538077963023,22
General debate,A_51_PV.21_E, 1996-10-03 ,Hamzik,Slovakia,Pavol  Hamzik,SVK,,0.9985932201906107,116
General debate,A_51_PV.22_E, 1996-10-04 ,Merafhe,Botswana,Mompati S.  Merafhe,BWA,Minister for Foreign Affairs of Botswana. Mr. Merafhe (Botswana): I am delighted to extend to the President and his country,0.9980384976543464,-57
General debate,A_51_PV.22_E, 1996-10-04 ,Tokaev,Kazakhstan,Kasymzhomart  Tokaev,KAZ,,0.9990030838215562,29
General debate,A_51_PV.22_E, 1996-10-04 ,Douglas,Saint Kitts and Nevis,Denzil  Douglas,KNA,Prime Minister and Minister for National Security,0.9987790746735349,37
General debate,A_51_PV.22_E, 1996-10-04 ,Gujral,India,Inder Kumar  Gujral,IND,we accept that we must be more competitive in the market place and bring greater efficiency to Government. We General Assembly Fifty-first session need to use our resources more rationally; we need to fight waste and corruption in Government; we need to streamline our bureaucratic processes,0.9988566012424216,64
General debate,A_51_PV.22_E, 1996-10-04 ,Lewis,Saint Lucia,Vaughan A.  Lewis,LCA,Prime Minister and Minister for Finance,0.9992336456419983,30
General debate,A_51_PV.22_E, 1996-10-04 ,Mkapa,United Republic of Tanzania,Benjamin W.  Mkapa,TZA,President of the United Republic of Tanzania ,0.9990619332955262,127
General debate,A_51_PV.23_E, 1996-10-04 ,Chambas,Ghana,Mohamed Ibn  Chambas,GHA,,0.999453736887247,29
General debate,A_51_PV.23_E, 1996-10-04 ,St. Jorre,Seychelles,Danielle de  St. Jorre,SYC,,0.9986244414099044,20
General debate,A_51_PV.23_E, 1996-10-04 ,Bune,Fiji,Poseci  Bune,FJI,Chairman of the delegation of Fiji,0.99914178021962,67
General debate,A_51_PV.23_E, 1996-10-04 ,Illueca,Panama,Jorge E.  Illueca,PAN,,0.9993770506333567,44
General debate,A_51_PV.23_E, 1996-10-04 ,Wijdenbosch,Suriname,Jules  Wijdenbosch,SUR,President of the Republic of Suriname ,0.9994329407721211,27
General debate,A_51_PV.23_E, 1996-10-04 ,Kasanda,Zambia,P.L.  Kasanda,ZMB,,0.9988700947425346,128
General debate,A_51_PV.24_E, 1996-10-07 ,Nazarov,Tajikistan,Talbak  Nazarov,TJK,,0.9988921949195494,49
General debate,A_51_PV.24_E, 1996-10-07 ,Gylys,Lithuania,Povilas  Gylys,LTU,,0.9987695602731799,29
General debate,A_51_PV.24_E, 1996-10-07 ,Taha,Sudan,Ali Osman  Taha,SDN,on whom I now call. Mr. Taha (Sudan) (interpretation from Arabic): Allow me at the outset to express to Mr. Razali Ismail our sincere congratulations on his election as President of the fifty-first session of the General Assembly. His rich experience,0.9993784901702715,50
General debate,A_51_PV.24_E, 1996-10-07 ,Bostwick,Bahamas,Janet  Bostwick,BHS,M.P. of Ms. Bostwick (Bahamas): ,0.9991118606378085,36
General debate,A_51_PV.24_E, 1996-10-07 ,Madadha,Jordan,Khaled  Madadha,JOR,,0.9993019770887398,41
General debate,A_51_PV.24_E, 1996-10-07 ,Gatti,San Marino,Gabriele  Gatti,SMR,,0.998947122149588,21
General debate,A_51_PV.24_E, 1996-10-07 ,Lopes,Cape Verde,Amilcar Spencer  Lopes,CPV,on whom I now call. I that Mr. Lopes (Cape Verde) (spoke in Portuguese; English text furnished by the delegation): It is with great pleasure convey to you,0.9978428936758329,-219
General debate,A_51_PV.25_E, 1996-10-07 ,Lewis,Antigua and Barbuda,Patrick  Lewis,ATG,,0.9991528430277826,40
General debate,A_51_PV.25_E, 1996-10-07 ,Ceesay,Gambia,Ebrima  Ceesay,GMB,,0.9996678948424174,0
General debate,A_51_PV.25_E, 1996-10-07 ,Allen,Saint Vincent and the Grenadines,Alpian  Allen,VCT,,0.9987610268737034,20
General debate,A_51_PV.25_E, 1996-10-07 ,Kategaya,Uganda,Eriya Tukahirwa  Kategaya,UGA,,0.9990396619514483,58
General debate,A_51_PV.25_E, 1996-10-07 ,Ghafoorzai,Afghanistan,Abdul Rahim  Ghafoorzai,AFG,,0.9991583270024029,57
General debate,A_51_PV.25_E, 1996-10-07 ,Kahsai,Eritrea,Amdemicael  Kahsai,ERI,Chairman of the delegation of Eritrea,0.9981329445529878,105
General debate,A_51_PV.26_E, 1996-10-08 ,Oye Mba,Gabon,Casimir  Oye Mba,GAB,,0.9988194369743141,-29
General debate,A_51_PV.26_E, 1996-10-08 ,Orrukem,Palau,David  Orrukem,PLW,,0.9987036277081162,9
General debate,A_51_PV.26_E, 1996-10-08 ,Ahmed,Comoros,Said Omar Said  Ahmed,COM,,0.9991433338347296,54
General debate,A_51_PV.26_E, 1996-10-08 ,Ung Huot (Cambodia),Cambodia,ng Huot ,KHM,on behalf of (Cambodia)(interpretation from French): Allow me,0.9511927638542061,170
General debate,A_51_PV.26_E, 1996-10-08 ,Kouliev,Azerbaijan,Eldar  Kouliev,AZE,,0.9994305325220975,23
General debate,A_51_PV.26_E, 1996-10-08 ,Azad,Bangladesh,Abdus Samad  Azad,BGD,,0.9967479420647436,-516
General debate,A_51_PV.26_E, 1996-10-08 ,Olhaye,Djibouti,Roble  Olhaye,DJI,on whom I now call. Mr. Olhaye (Djibouti): My delegation offers its warmest congratulations to you,0.9976048320745714,336
General debate,A_51_PV.27_E, 1996-10-08 ,Mangoaela,Lesotho,Percy  Mangoaela,LSO,on whom I now call. Mr. Mangoaela (Lesotho): I wish to extend my delegations sincere congratulations to you,0.999013888584133,46
General debate,A_51_PV.27_E, 1996-10-08 ,Fletcher,Grenada,Raphael  Fletcher,GRD,,0.9991032047880894,34
General debate,A_51_PV.27_E, 1996-10-08 ,Jameel,Maldives,Fathulla  Jameel,MDV,Minister for Foreign Affairs of Maldives. Mr. Jameel (Maldives): At the outset,0.9852503442905343,3238
General debate,A_51_PV.27_E, 1996-10-08 ,Kebzabo,Chad,Saleh  Kebzabo,TCD,on whom I now call. Mr. Kebzabo (Chad) (interpretation from French): First of all,0.9985769068430461,27
General debate,A_51_PV.27_E, 1996-10-08 ,Longchamp,Haiti,Fritz  Longchamp,HTI,,0.9980569297160894,109
General debate,A_51_PV.28_E, 1996-10-09 ,Lohani,Nepal,Prakash Chandra  Lohani,NPL,,BUG,BUG
General debate,A_51_PV.28_E, 1996-10-09 ,Oyono Ndong Mifumu,Equatorial Guinea,Miguel  Oyono Ndong Mifumu,GNQ,,0.9965646512505095,47
General debate,A_51_PV.28_E, 1996-10-09 ,Otunbayeva,Kyrgyzstan,Roza  Otunbayeva,KGZ,,0.998861882912303,28
General debate,A_51_PV.28_E, 1996-10-09 ,Perry,Liberia,Ruth  Perry,LBR,Chairman of the Council of the Liberian National Transitional Government ,0.999001186442535,30
General debate,A_51_PV.28_E, 1996-10-09 ,Mtafu,Malawi,George Nga  Mtafu,MWI,,0.9993925793452018,42
General debate,A_51_PV.28_E, 1996-10-09 ,Alesana,Samoa,Tofilau  Alesana,WSM,Prime Minister and Minister for Foreign Affairs of the Independent State of Western Samoa ,0.9975464025053766,105
General debate,A_51_PV.29_E, 1996-10-10 ,Koba,Central African Republic,Henry  Koba,CAF,Part 2,0.9988872199950596,34
General debate,A_51_PV.29_E, 1996-10-10 ,Richards,Dominica,Simon Paul  Richards,DMA,,0.9993430084838073,20
General debate,A_51_PV.29_E, 1996-10-10 ,Tshering,Bhutan,Ugyen  Tshering,BTN,Chairman of Bhutan. Mr. Tshering (Bhutan): I have the honour to convey to the President and all the members the warm greetings and good wishes of His Majesty Jigme Singye Wangchuck,0.999361881949611,26
General debate,A_51_PV.29_E, 1996-10-10 ,Ramgoolam,Mauritius,Navinchandra  Ramgoolam,MUS,Prime Minister of the Republic of Mauritius ,0.999019766792876,48
General debate,A_51_PV.29_E, 1996-10-10 ,Dlamini,Swaziland,Barnabas Sibusiso  Dlamini,SWZ,Prime Minister of the Kingdom of Swaziland ,0.9948030129287437,-417
General debate,A_51_PV.29_E, 1996-10-10 ,Kabbah,Sierra Leone,Ahmad  Kabbah,SLE,President of the Republic of Sierra Leone ,0.998790793127092,36
General debate,A_51_PV.29_E, 1996-10-10 ,Marson,Madagascar,Evariste  Marson,MDG,Minister Madagascar. I now call on His Excellency for Foreign Affairs of session of the fifty-first Mr. Marson (Madagascar) (interpretation from French): In common with the speakers preceding me,0.9981810919303657,119
General debate,A_51_PV.30_E, 1996-10-10 ,Viravan,Thailand,Amnuay.  Viravan,THA,,0.9990211548802377,44
General debate,A_51_PV.30_E, 1996-10-10 ,Ravou-Akii,Vanuatu,Jean  Ravou-Akii,VUT,,0.99769213564408,96
General debate,A_51_PV.4_E, 1996-09-23 ,Velayati,Iran,Ali Akbar  Velayati,IRN,as well as to the representatives of the troika of observer nations — Portugal,BUG,BUG
General debate,A_51_PV.4_E, 1996-09-23 ,Moura,Angola,Venancio de  Moura,AGO,,0.9988257825636095,-164
General debate,A_51_PV.4_E, 1996-09-23 ,Menagarishvili,Georgia,Irakli  Menagarishvili,GEO,Minister for Foreign Affairs of Georgia,0.9992270145919511,34
General debate,A_51_PV.4_E, 1996-09-23 ,Di Tella,Argentina,Guido.  Di Tella,ARG,,0.9982706958828481,37
General debate,A_51_PV.4_E, 1996-09-23 ,Forné Molné,Andorra,Marc  Forné Molné,AND,President of the Government of the Principality of Andorra ,0.9990115634569529,37
General debate,A_51_PV.4_E, 1996-09-23 ,Muller,South Pacific Forum,Phillip H.  Muller,South Pacific Forum,Minister for Foreign Affairs of the Marshall Islands,0.0,0
General debate,A_51_PV.4_E, 1996-09-23 ,Lampreia,Brazil,Luiz Felipe Palmeira  Lampreia,BRA,,0.9987018265370675,119
General debate,A_51_PV.5_E, 1996-09-23 ,Leal,Nicaragua,Ernesto  Leal,NIC,President of the Republic of Colombia ,0.9986812743519647,31
General debate,A_51_PV.5_E, 1996-09-23 ,Filali,Morocco,Abdellatif  Filali,MAR,Prime Minister and Minister for Foreign Affairs and Cooperation of the Kingdom of Morocco ,0.9993763756018803,40
General debate,A_51_PV.5_E, 1996-09-23 ,Tudela Van Breughel Douglas,Peru,Francisco  Tudela Van Breughel Douglas,PER,the United Kingdom and the United States of America — have signed the South Pacific Nuclear Free Zone Treaty (Treaty of Rarotonga). France has been readmitted as a post-Forum dialogue partner. As much as we welcome the developments during the past 12 months,0.8288605140927003,-1142
General debate,A_51_PV.5_E, 1996-09-23 ,Mesfin,Ethiopia,Seyoum  Mesfin,ETH,,0.9982274118415736,80
General debate,A_51_PV.5_E, 1996-09-23 ,Brundtland,Norway,Gro Harlem  Brundtland,NOR,Prime Minister of the Kingdom of Norway. Thus,0.9983567816908145,22
General debate,A_51_PV.5_E, 1996-09-23 ,Chan,Papua New Guinea,Julius  Chan,PNG,KBE,0.9977030304242748,59
General debate,A_51_PV.5_E, 1996-09-23 ,Samper Pizano,Colombia,Ernesto  Samper Pizano,COL,President of the Republic of Colombia ,0.9978733335115997,109
General debate,A_51_PV.6_E, 1996-09-24 ,Granic,Croatia,Mate  Granic,HRV,,0.998868960293834,30
General debate,A_51_PV.6_E, 1996-09-24 ,Derycke,Belgium,Erik  Derycke,BEL,,0.9988175421537856,36
General debate,A_51_PV.6_E, 1996-09-24 ,Rifkind,United Kingdom,Malcolm.  Rifkind,GBR,,0.9986907884425794,30
General debate,A_51_PV.6_E, 1996-09-24 ,Primakov,Russian Federation,E.M.  Primakov,RUS,Minister of Foreign Affairs of the Russian Federation. Mr. Primakov (Russian Federation) (interpretation from Russian): ,0.9992318580202986,34
General debate,A_51_PV.6_E, 1996-09-24 ,Skele,Latvia,Andris  Skele,LVA,Prime Minister of the Republic of Latvia ,BUG,BUG
General debate,A_51_PV.6_E, 1996-09-24 ,Clinton,United States,Bill  Clinton,USA,President of the United States of America ,0.9974273799303462,116
General debate,A_51_PV.7_E, 1996-09-24 ,Naranjo Villalobos,Costa Rica,Fernando  Naranjo Villalobos,CRI,,0.999045592425586,37
General debate,A_51_PV.7_E, 1996-09-24 ,Moussa,Egypt,Amre  Moussa,EGY,,0.9990707989851099,56
General debate,A_51_PV.7_E, 1996-09-24 ,Axworthy,Canada,Lloyd  Axworthy,CAN,,0.9989472983256497,50
General debate,A_51_PV.7_E, 1996-09-24 ,Hashimoto,Japan,Ryutaro  Hashimoto,JPN,Prime Minister of Japan,0.9992530479993268,41
General debate,A_51_PV.7_E, 1996-09-24 ,Petersen,Denmark,Niels Helveg  Petersen,DNK,,0.9990210930288648,26
General debate,A_51_PV.7_E, 1996-09-24 ,Kwasniewski,Poland,Aleksander  Kwasniewski,POL,President of the Republic of Poland. ,0.9977179531352554,123
General debate,A_51_PV.7_E, 1996-09-24 ,Popov,Republic of Moldova,Mihai  Popov,MDA,,0.9995560376047176,20
General debate,A_51_PV.9_E, 1996-09-25 ,Panday,Trinidad and Tobago,Basdeo  Panday,TTO,Prime Minister of the Republic of Trinidad and Tobago ,0.998903897953614,36
General debate,A_51_PV.9_E, 1996-09-25 ,Nzo,South Africa,Alfred.  Nzo,ZAF,,0.9992289807494369,43
General debate,A_51_PV.9_E, 1996-09-25 ,Poos,Luxembourg,Jacques F.  Poos,LUX,,0.9913853236928533,2472
General debate,A_51_PV.9_E, 1996-09-25 ,Drnovsek,Slovenia,Janez  Drnovsek,SVN,Prime Minister of the Republic of Slovenia ,0.9988235031652339,31
General debate,A_51_PV.9_E, 1996-09-25 ,Schüssel,Austria,Wolfgang  Schüssel,AUT,Deputy Prime Minister and Federal Minister for Foreign Affairs of Austria. Mr. Schussel (Austria): We are glad to see the General Assembly,0.999153034465154,42
General debate,A_51_PV.9_E, 1996-09-25 ,Takesy,Micronesia,Asterio  Takesy,FSM,Secretary for External Affairs of the Federated States of Micronesia. Mr. Takesy (Federated States of Micronesia): Once again,0.9990509076152718,50
General debate,A_51_PV.9_E, 1996-09-25 ,Izetbegovic,Bosnia and Herzegovina,Alija  Izetbegovic,BIH,President of the Republic of Bosnia and Herzegovina ,0.9977578492112833,106
General debate,A_52_PV.10_E, 1997-09-24 ,Moura,Angola,Venancio de  Moura,AGO,,0.9971608658336428,186
General debate,A_52_PV.10_E, 1997-09-24 ,Latorre,Dominican Republic,Eduardo  Latorre,DOM,,0.9992237294445617,40
General debate,A_52_PV.10_E, 1997-09-24 ,Hjelm-Wallen,Sweden,Lena  Hjelm-Wallen,SWE,Minister for Foreign Affairs of Sweden. Mrs. Hjelm-Wallen the (Sweden): Foreign Minister I sincerely congratulate of Ukraine,0.9979470063655952,46
General debate,A_52_PV.10_E, 1997-09-24 ,Ahwoi,Ghana,Kwamena  Ahwoi,GHA,Minister Responsible for Foreign Affairs of Ghana. Mr. Ahwoi (Ghana): ,0.9991353922828939,19
General debate,A_52_PV.10_E, 1997-09-24 ,Tella,Argentina,Guido di  Tella,ARG,on whom I now call. Mr. Di Tella (Argentina) (interpretation from Spanish): In recent years we have,0.9991045419122474,23
General debate,A_52_PV.10_E, 1997-09-24 ,Burelli Rivas,Venezuela,Miguel  Burelli Rivas,VEN,,0.9988141726274422,44
General debate,A_52_PV.10_E, 1997-09-24 ,Saudargas,Lithuania,Algirdas  Saudargas,LTU,,0.9990555580405291,20
General debate,A_52_PV.10_E, 1997-09-24 ,Veiga,Cape Verde,Carlos  Veiga,CPV,Prime Minister of the Republic of Cape Verde ,0.9991570943885488,30
General debate,A_52_PV.10_E, 1997-09-24 ,Kucan,Slovenia,Milan  Kucan,SVN,President of the Republic of Slovenia,BUG,BUG
General debate,A_52_PV.11_E, 1997-09-25 ,Al-Nuaimi,United Arab Emirates,Rashid Abdullah  Al-Nuaimi,ARE,,0.9986760991811653,-204
General debate,A_52_PV.11_E, 1997-09-25 ,Severin,Romania,Adrian  Severin,ROU,,0.9984080202480055,108
General debate,A_52_PV.11_E, 1997-09-25 ,Dini,Italy,Lamberto  Dini,ITA,on whom I now call. Mr. Dini (Italy): I warmly congratulate Minister Udovenko on his election to the helm of the fifty-second session of the General Assembly. His profound experience in international affairs is the best guarantee for the success of his mandate. Allow me also to thank his predecessor,0.9993757359672933,20
General debate,A_52_PV.11_E, 1997-09-25 ,Granic,Croatia,Mate  Granic,HRV,,0.9991358325141135,38
General debate,A_52_PV.11_E, 1997-09-25 ,Patterson,Jamaica,Percival James  Patterson,JAM,Prime Minister of Jamaica ,0.999202679706883,33
General debate,A_52_PV.11_E, 1997-09-25 ,Kramplova,Slovakia,Zdenka  Kramplova,SVK,Minister for Foreign Affairs of Slovakia. I give her the floor. Ms. Kramplova (Slovakia): Mr. President,0.9985555270779531,128
General debate,A_52_PV.12_E, 1997-09-25 ,Derycke,Belgium,Erik  Derycke,BEL,,0.9987816511565298,36
General debate,A_52_PV.12_E, 1997-09-25 ,Burke,Ireland,Ray  Burke,IRL,,0.9990367642473043,50
General debate,A_52_PV.12_E, 1997-09-25 ,Axworthy,Canada,Lloyd  Axworthy,CAN,,0.9987731538470509,62
General debate,A_52_PV.12_E, 1997-09-25 ,Rohee,Guyana,Clement  Rohee,GUY,Minister for Foreign Affairs of the Republic of Guyana. Mr. Rohee (Guyana): For some time now the United Nations has been engaged in a process of reform and restructuring with the aim of improving its capacity to address the many challenges which the world now faces. It has been an arduous and time-consuming exercise which,0.9988644119141773,42
General debate,A_52_PV.12_E, 1997-09-25 ,Filali,Morocco,Abdellatif  Filali,MAR,Prime Minister and Minister for Foreign Affairs and Cooperation of the Kingdom of Morocco ,0.9991341939413794,38
General debate,A_52_PV.12_E, 1997-09-25 ,Schüssel,Austria,Wolfgang  Schüssel,AUT,,0.9989054925075694,49
General debate,A_52_PV.12_E, 1997-09-25 ,Samper Pizano,Colombia,Ernesto  Samper Pizano,COL,President of the Republic of Colombia 5 General Assembly Fifty-second session ,0.9982704711150588,32
General debate,A_52_PV.12_E, 1997-09-25 ,Alarcon Rivera,Ecuador,Fabian  Alarcon Rivera,ECU,President of the Republic of Ecuador ,0.9987423911927854,124
General debate,A_52_PV.13_E, 1997-09-26 ,Asgrímsson,Iceland,Halldór  Asgrímsson,ISL,are confronted with. ,0.9982050794004476,30
General debate,A_52_PV.13_E, 1997-09-26 ,Matutes,Spain,Abel  Matutes,ESP,Minister for Foreign Affairs of Spain. 21 General Assembly Fifty-second session the outset Mr. Matutes (Spain) (interpretation from Spanish): I should like at to make two imperative acknowledgments. ,0.9982404521459805,34
General debate,A_52_PV.13_E, 1997-09-26 ,Nano,Albania,Fatos  Nano,ALB,Prime Minister of the Republic of Albania ,0.9989190287655698,34
General debate,A_52_PV.13_E, 1997-09-26 ,Rosati,Poland,Dariusz  Rosati,POL,Minister for Foreign Affairs of the Republic of Poland. Mr. Rosati (Poland): At the outset I would like to offer my sincere congratulations upon Mr. Udovenkos election to the honourable post of President of the United Nations General Assembly at its fifty-second session. ,0.9989583024365579,52
General debate,A_52_PV.13_E, 1997-09-26 ,Badawi,Malaysia,Abdullah  Badawi,MYS,Minister for Foreign Affairs of Malaysia. Mr. Abdullah (Malaysia): Allow me at the outset,0.9992034114362187,47
General debate,A_52_PV.13_E, 1997-09-26 ,Sant,Malta,Alfred  Sant,MLT,Prime Minister of the Republic of Malta ,0.9991999615146084,40
General debate,A_52_PV.13_E, 1997-09-26 ,Mswati III,Swaziland,1968-   King of Swaziland Mswati III,SWZ,Head of State of the Kingdom of Swaziland ,0.9989395281259811,119
General debate,A_52_PV.14_E, 1997-09-26 ,Kategaya,Uganda,Eriya Tukahirwa  Kategaya,UGA,First Deputy Prime Minister and Minister for Foreign Affairs of Uganda. Mr. Kategaya (Uganda): Permit me,0.99901923315375,26
General debate,A_52_PV.14_E, 1997-09-26 ,Prlic,Bosnia and Herzegovina,Jadranko  Prlic,BIH,,0.9994144958651038,-3
General debate,A_52_PV.14_E, 1997-09-26 ,Arias,Panama,Ricardo Alberto  Arias,PAN,and I now call on him. Mr. Arias (Panama) (interpretation from Spanish): ,0.9986527214792422,52
General debate,A_52_PV.14_E, 1997-09-26 ,Cem,Turkey,Ismail  Cem,TUR,for the effective manner in which he performed his functions. ,0.9991431004884738,40
General debate,A_52_PV.14_E, 1997-09-26 ,Gyaw,Myanmar,Ohn  Gyaw,MMR,Minister for Foreign Affairs of Myanmar. Mr. Gyaw (Myanmar): Allow me to begin by congratulating His Excellency Mr. Hennadiy Udovenko on his unanimous election as President of the fifty-second session of the General Assembly. His outstanding diplomatic skills and long experience in foreign affairs assure us that he will lead our deliberations at the present session to a successful conclusion. May I also pay our tribute to his predecessor,0.9989895723219396,34
General debate,A_52_PV.14_E, 1997-09-26 ,Maecha,Comoros,Mtara  Maecha,COM,Special Envoy of the President of the Republic and the Minister and Telecommunications of Comoros,0.9994405979127049,34
General debate,A_52_PV.14_E, 1997-09-26 ,Pangalos,Greece,Theodoros  Pangalos,GRC,,0.9987503916807037,43
General debate,A_52_PV.14_E, 1997-09-26 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,Crown Prince of the Principality of Monaco ,0.9979594599378608,108
General debate,A_52_PV.15_E, 1997-09-29 ,Tabacaru,Republic of Moldova,Nicolae  Tabacaru,MDA,,0.9995597225669769,26
General debate,A_52_PV.15_E, 1997-09-29 ,Levy,Israel,David  Levy,ISR,,0.9993092798418052,-29
General debate,A_52_PV.15_E, 1997-09-29 ,Taha,Sudan,Ali Osman  Taha,SDN,Minister for External Relations of Sudan,0.9992290688914689,96
General debate,A_52_PV.15_E, 1997-09-29 ,Powles,New Zealand,Michael  Powles,NZL,,0.9989013289686031,26
General debate,A_52_PV.15_E, 1997-09-29 ,Moussa,Egypt,Amre  Moussa,EGY,Minister for Foreign Affairs of Egypt. Mr. Moussa (Egypt) (interpretation from Arabic): Mr. President,0.9993906945531462,71
General debate,A_52_PV.15_E, 1997-09-29 ,Jayakumar,Singapore,Shunmugam  Jayakumar,SGP,,0.9987153476396908,40
